str_no_string|NO STRING!
str_oim_potop_return_notes_leaved|You have left the Khan's service. 'Tis high time to restore your fair name.
str_oim_potop_return_notes|You may yet win back your gentry title. To begin, Colonel Zagloba recommended you to win the support of his old comrades: {s6}, {s7}, {s8}. ^First, however, you must leave the Khan's service.
str_oim_khetuskiy_qst_descr|Colonel Skrzetuski is ready to support you at the court. But first he asks that you recover his horse, which was apparently stolen by {s3}.
str_before_fight_swedish|The officer called the guards. It seems you will have to prove your right by the sword...
str_before_fight_swedish_win|You made short work of the guards, and now nothing hinders your mission.
str_before_fight_swedish_lost|It turned out the guards were better fighters than one would have imagined. Now, in captivity, you will have much time to think it over...
str_oim_items_list_kshetuskiy|Zagloba supposes that the horse might be at {s4}. However, if you attack the village, the horse might be killed. You could disguise yourself as a Tatar, and approach the horse as an interested merchant. ^(For example, you might wear a Tatar helmet and yushman.)
str_oim_potop_capture_city_descr|Now that you are once again a subject of the Polish Commonwealth, it is time to acquire some lands...
str_oim_potop_support_advice|To win the Marshal's baton, you shall need the support of the gentry. This would be a good time to make friends...
str_oim_potop_support_list|As of now, {s4} supports you. ^{s5} opposes you.
str_oim_potop_support_list_king|As of now, {s4} is willing to support a rebellion against the king.
str_oim_marshal_descr|{s9} says he is ready to call the Sejm to elect a new Hetman of the Crown. ^Perhaps you should speak to Colonel Zagloba...
str_oim_zagloba_rising_descr|Now that {s4} has rebelled, it is time to win the support of {s3} and prevent a civil war in the Polish Commonwealth.
str_oim_zagloba_revolt_proofs|The king does not believe that Zagloba is starting a rebellion, and demands proof. The proof is likely to be found easily...
str_hero_supported_the_king|You supported the king in his quest for power. Now there is no way back, and the Polish Commonwealth shall burn in the flames of civil war. You can only look on as Jan Kasimir loses his throne...
str_oim_king_revoult|The gentry agreed to support you in your struggle against the king. You have only to relay to him the demands of his subjects...
str_oim_last_qst_text|The king is dethroned. It is time to expand the borders and lead the Polish Commonwealth in the union of its three peoples!
str_oim_black_lord_king|Now that you are the Tsar, it is time to unite all lands under the firm rule of the monarch, and conquer all the neighboring nations.
str_monk_in_the_tavern|In the words of the townsfolk, the monk haunts the local pubs. You had best wait for him here.
str_quest_concluded_hero|Mission aborted.
str_quest_succeeded_hero|Mission successful.
str_quest_failed_hero|Mission failed.
str_oim_potop_location_notes|According to the latest reports:^ {s5}
str_oim_you_are_the_marshal|You are the Marshal of {s8}. ^{s9}
str_oim_you_are_the_king|You are the regent of {s8}. ^{s9}
str_oim_horse_ambush_text|You were ambushed. Now you shall have to fight.
str_oim_smesh_down_rebelion|King Jan Kasimir has begun a rebellion and confused the Cossacks. The riot must be put down as swiftly as possible!
str_capture_kiev_qst_str|A new order has come from {s3} -- capture {s4}. This city is very important to Radziwill, regardless of who controls it now.
str_nesvizh_pernach_descr|Now that you have come to learn that the mace was taken by Radziwill, it is time to visit the elder of {s3}. -- He certainly did not speak all that he knows.
str_ms_t_arsenal_short_descr_fac1|Armory
str_ms_t_arsenal_short_descr_fac2|Armory
str_ms_t_arsenal_short_descr_fac3|Armory
str_ms_t_arsenal_short_descr_fac4|Armory
str_ms_t_arsenal_short_descr_fac5|Armory
str_ms_t_arsenal_long_descr_fac1|When you have an arsenal, defending your settlement becomes easier. You'll always have weapons which you can give to a militia to fend off an attack.
str_ms_t_arsenal_long_descr_fac2|In the halls of the regiment detachment, there are arms and armor to give to chasseurs of the estate, in the case of a siege.
str_ms_t_arsenal_long_descr_fac3|Any bey would be glad to have an arsenal in his fortress, for a good word and a bayonet work far better than a good word alone.
str_ms_t_arsenal_long_descr_fac4|This building is designed to store weapons and armor. The larger the city armory, the greater the citizens' confidence in their future.
str_ms_t_arsenal_long_descr_fac5|If a city has arms stores, you can always equip the village folk with weapons in the case of a siege.
str_ms_t_arsenal_remour_descr_fac1|The city is full of talk about the new arsenal.
str_ms_t_arsenal_remour_descr_fac2|Since the armory was built, the city's public order has much improved.
str_ms_t_arsenal_remour_descr_fac3|Long live the Bek! The city now has its own arsenal!
str_ms_t_arsenal_remour_descr_fac4|The stores are full of weapons, and well-guarded.
str_ms_t_arsenal_remour_descr_fac5|Word has it that the new arms stores in the city have countless pistols inside.
str_ms_t_waterpipe_short_descr_fac1|Water supply
str_ms_t_waterpipe_short_descr_fac2|Water supply
str_ms_t_waterpipe_short_descr_fac3|Water supply
str_ms_t_waterpipe_short_descr_fac4|Water supply
str_ms_t_waterpipe_short_descr_fac5|Water supply
str_ms_t_waterpipe_long_descr_fac1|Water pipes are quite an important construction for the welfare of a city. Fresh water helps people hold out longer in a siege, and prevents the spread of disease.
str_ms_t_waterpipe_long_descr_fac2|If the city has fresh water in plenty, it shall be prosperous in peace and steadfast under siege.
str_ms_t_waterpipe_long_descr_fac3|Bath-houses not only bring health but cleanse the soul. Now the faithful can wash themselves more frequently, and better serve their lord.
str_ms_t_waterpipe_long_descr_fac4|A city relieved from sewage shall hold out longer under siege and will be less prone to diseases.
str_ms_t_waterpipe_long_descr_fac5|People can bathe, take water or wash their clothes in the gathering pond. If a city has its own pond, it will hold out longer under siege.
str_ms_t_waterpipe_remour_descr_fac1|Now there is new construction in the city, and plenty of fresh water.
str_ms_t_waterpipe_remour_descr_fac2|Laundresses now gather at the city well, spreading the latest rumors.
str_ms_t_waterpipe_remour_descr_fac3|Today at the bath-house I heard that salt prices are going down!
str_ms_t_waterpipe_remour_descr_fac4|Ever since the sewers were laid through the city, no one in my family has had dysentery.
str_ms_t_waterpipe_remour_descr_fac5|Yesterday there was quite a party at the pond. Girls were jumping into the water naked...
str_ms_t_school_short_descr_fac1|Academy
str_ms_t_school_short_descr_fac2|Academy
str_ms_t_school_short_descr_fac3|Academy
str_ms_t_school_short_descr_fac4|Academy
str_ms_t_school_short_descr_fac5|Academy
str_ms_t_school_long_descr_fac1|Children of the gentry and wealthy townsfolk study here. If you are willing to pay, your companions might learn a few things as well...
str_ms_t_school_long_descr_fac2|Young men master writing, counting and reading here. And should you need to bring some knowledge to your companions, spare not your thaler.
str_ms_t_school_long_descr_fac3|The wisdom of the Islamic world is there for all who wish to accept it. The kind master is pleased to share his knowledge with all who desire it.
str_ms_t_school_long_descr_fac4|A good education is the foundation of success and prosperity, and can be gained at the university. Of course, provided your purse is stuffed with silver...
str_ms_t_school_long_descr_fac5|Cossack children study in a college. If a lord sets up such an institute, the people will honor him. And you'll have a place to improve your companions' skills, as well.
str_ms_t_school_remour_descr_fac1|Holy Mother of God! My inn grows very prosperous, thanks to the academy!
str_ms_t_school_remour_descr_fac2|Yesterday a pair of rich scholars rented my quarters. Now I shall have enough money to buy a cow!
str_ms_t_school_remour_descr_fac3|A madrassa is a good thing, but now one cannot find paper or ink anywhere. These wise men buy it all!
str_ms_t_school_remour_descr_fac4|After the university was constructed, our pastor finally managed to repair the church -- and the repentant townswomen come every day.
str_ms_t_school_remour_descr_fac5|The students were engaged in a drunken brawl at the inn again. Seems they only learn how to drink vodka at that college...
str_ms_t_merchant_guild_short_descr_fac1|Merchant guild
str_ms_t_merchant_guild_short_descr_fac2|Merchant guild
str_ms_t_merchant_guild_short_descr_fac3|Merchant guild
str_ms_t_merchant_guild_short_descr_fac4|Merchant guild
str_ms_t_merchant_guild_short_descr_fac5|Merchant guild
str_ms_t_merchant_guild_long_descr_fac1|Townsfolk take all their urgent issues to the Sejmic. It's also easier to gather taxes in such a place.
str_ms_t_merchant_guild_long_descr_fac2|If a marketplace is founded in the city, the merchants and townsfolk grow more prosperous -- and the warlord may collect more taxes.
str_ms_t_merchant_guild_long_descr_fac3|So long as traders have a place to stop, store their goods and spend some merry time, the city treasury will never be empty.
str_ms_t_merchant_guild_long_descr_fac4|A Magistrate is where all contracts and deals are formalized. If a city has such a place, taxes are easier to collect.
str_ms_t_merchant_guild_long_descr_fac5|Merchants gather at the Maidan, and there they can be easily found. Any business can be discussed there without problems. A city with a Maidan grows richer by the day.
str_ms_t_merchant_guild_remour_descr_fac1|Yesterday the Sejmic resolved to ban foreign merchants from the market. Trading will be easier now.
str_ms_t_merchant_guild_remour_descr_fac2|A scandal in the city -- the merchant guild used its weight to drive out of business a merchant who didn't want to join.
str_ms_t_merchant_guild_remour_descr_fac3|Yesterday a merchant became intoxicated at the caravanserai, and gave away all his silk cloth for free.
str_ms_t_merchant_guild_remour_descr_fac4|The merchant guild found those merchants who were avoiding tax, and placed them all under arrest.
str_ms_t_merchant_guild_remour_descr_fac5|Today a libertine will receive ten lashes for lechery at the Maidan. Good places at the windows are being sold for ten thaler.
str_ms_t_defense_short_descr_fac1|Fortifications
str_ms_t_defense_short_descr_fac2|Fortifications
str_ms_t_defense_short_descr_fac3|Fortifications
str_ms_t_defense_short_descr_fac4|Fortifications
str_ms_t_defense_short_descr_fac5|Fortifications
str_ms_t_defense_long_descr_fac1|In a war, anything that brings success is welcome indeed. The more attackers are trapped, the easier it is to defend the city.
str_ms_t_defense_long_descr_fac2|When a barricade of sharp logs is built around a city, the enemy will have twice the difficulty assaulting it.
str_ms_t_defense_long_descr_fac3|If there's a moat around the walls, the defenders will have a greater chance of fending off an attack.
str_ms_t_defense_long_descr_fac4|An underground passage leading outside the city is of great use when defending. Through such tunnels one can send trusted men to attack the enemy rear.
str_ms_t_defense_long_descr_fac5|Sharp logs pointing outward are a good line of defense, especially from Tatar raids.
str_ms_t_defense_remour_descr_fac1|Yesterday our warlord returned boozy from a party, and fell right in the pit. What a laughing stock!
str_ms_t_defense_remour_descr_fac2|The women like the log barricade. It is a handy place to put out clothes for drying!
str_ms_t_defense_remour_descr_fac3|Our mufti fell from the fortress walls, but Allah be blessed, he fell straight into the new moat full of water. Too bad he couldn't swim...
str_ms_t_defense_remour_descr_fac4|There city is mourning -- a drunken patron of the pubs fell into the underground tunnels during the night.
str_ms_t_defense_remour_descr_fac5|Word has it that the commander went up the tower yesterday to inspect the guards, and looked on as an armor-bearer left his house by the back door. Oh, you should have heard him swearing...
str_ms_t_treasury_short_descr_fac1|Hidden Treasury
str_ms_t_treasury_short_descr_fac2|Safe House
str_ms_t_treasury_short_descr_fac3|Treasury
str_ms_t_treasury_short_descr_fac4|Banking House
str_ms_t_treasury_short_descr_fac5|City Treasury
str_ms_t_treasury_long_descr_fac1|If there's a hidden treasury in the city, you won't have to collect taxes personally.
str_ms_t_treasury_long_descr_fac2|If there's a safe house in the fortress, you need not go around the yards to gather tax.
str_ms_t_treasury_long_descr_fac3|If there's a treasury in the city, taxing the townsfolk is easier.
str_ms_t_treasury_long_descr_fac4|A banking house is where the lord's money is stored, including collected taxes.
str_ms_t_treasury_long_descr_fac5|If there's a city treasury, the commander himself need not go out gathering taxes in person.
str_ms_t_treasury_remour_descr_fac1|Our lord is a wise man. He always keeps a purse of thaler for a gloomy day.
str_ms_t_treasury_remour_descr_fac2|Word goes around the market that a pair of fools decided to rob the treasury yesterday. They had no money for the pub, it seems...
str_ms_t_treasury_remour_descr_fac3|Yesterday our lord gave to charity. That must mean his treasury is far from empty...
str_ms_t_treasury_remour_descr_fac4|Our lord opened a banking house, you know! We took a loan and bought some new furniture.
str_ms_t_treasury_remour_descr_fac5|Yesterday the city commander gathered all the Cossacks to drink some vodka. Word is, he took some thaler from the treasury to pay for it.
str_ms_t_barrack_short_descr_fac1|Barracks
str_ms_t_barrack_short_descr_fac2|Barracks
str_ms_t_barrack_short_descr_fac3|Barracks
str_ms_t_barrack_short_descr_fac4|Barracks
str_ms_t_barrack_short_descr_fac5|Barracks
str_ms_t_barrack_long_descr_fac1|Where would you quarter your troops without a barracks? And there'll be more order if the soldiery don't ramble around the town.
str_ms_t_barrack_long_descr_fac2|Where would you quarter your troops without a barracks? And there'll be more order if the soldiery don't ramble around the town.
str_ms_t_barrack_long_descr_fac3|Where would you quarter your troops without a barracks? And there'll be more order if the soldiery don't ramble around the town.
str_ms_t_barrack_long_descr_fac4|Where would you quarter your troops without a barracks? And there'll be more order if the soldiery don't ramble around the town.
str_ms_t_barrack_long_descr_fac5|Where would you quarter your troops without a barracks? And there'll be more order if the soldiery don't ramble around the town.
str_ms_t_barrack_remour_descr_fac1|Word is, a caserne was built in the city.
str_ms_t_barrack_remour_descr_fac2|Word is, a caserne was built in the city.
str_ms_t_barrack_remour_descr_fac3|Word is, a caserne was built in the city.
str_ms_t_barrack_remour_descr_fac4|Word is, a caserne was built in the city.
str_ms_t_barrack_remour_descr_fac5|Word is, a barracks was built in the city.
str_ms_t_stable_short_descr_fac1|Stable
str_ms_t_stable_short_descr_fac2|Stable
str_ms_t_stable_short_descr_fac3|Stable
str_ms_t_stable_short_descr_fac4|Stable
str_ms_t_stable_short_descr_fac5|Stable
str_ms_t_stable_long_descr_fac1|A strong army can't do without a cavalry, and before you can train cavalrymen, you shall need to build a stable.
str_ms_t_stable_long_descr_fac2|A strong army can't do without a cavalry, and before you can train cavalrymen, you shall need to build a stable.
str_ms_t_stable_long_descr_fac3|A strong army can't do without a cavalry, and before you can train cavalrymen, you shall need to build a stable.
str_ms_t_stable_long_descr_fac4|A strong army can't do without a cavalry, and before you can train cavalrymen, you shall need to build a stable.
str_ms_t_stable_long_descr_fac5|A strong army can't do without a cavalry, and before you can train cavalrymen, you shall need to build a stable.
str_ms_t_stable_remour_descr_fac1|Word is, a new stable was built in the city.
str_ms_t_stable_remour_descr_fac2|Word is, a new stable was built in the city.
str_ms_t_stable_remour_descr_fac3|Word is, a new stable was built in the city.
str_ms_t_stable_remour_descr_fac4|Word is, a new stable was built in the city.
str_ms_t_stable_remour_descr_fac5|Word is, a new stable was built in the city.
str_ms_t_armourer_short_descr_fac1|Weapon-master
str_ms_t_armourer_short_descr_fac2|Weapon-master
str_ms_t_armourer_short_descr_fac3|Weapon-master
str_ms_t_armourer_short_descr_fac4|Weapon-master
str_ms_t_armourer_short_descr_fac5|Weapon-master
str_ms_t_armourer_long_descr_fac1|A good arms master would ensure that the arms trade shall always prosper -- and it's not a bad idea order a sable or a pair of pistols from a master of arms.
str_ms_t_armourer_long_descr_fac2|If there's an armorer in the city, that means the weapons made in the city are of fine quality. The prices he charges, however, are quite high.
str_ms_t_armourer_long_descr_fac3|If there's an armorer in the city, that means the weapons made in the city are of fine quality. The prices he charges, however, are quite high.
str_ms_t_armourer_long_descr_fac4|If there's an armorer in the city, that means the weapons made in the city are of fine quality. The prices he charges, however, are quite high.
str_ms_t_armourer_long_descr_fac5|If there's an armorer in the city, that means the weapons made in the city are of fine quality. The prices he charges, however, are quite high.
str_ms_t_armourer_remour_descr_fac1|Word has it that the executioner uses the new axe he bought from the city weapon-master to shave his beard in the morning...
str_ms_t_armourer_remour_descr_fac2|Word has it that even the nobles come to the new armorer for their pistols.
str_ms_t_armourer_remour_descr_fac3|Word has it that our armorer learned his art in Damascus...
str_ms_t_armourer_remour_descr_fac4|Word has it that a musket made by our new armorer can strike a target five hundred feet away!
str_ms_t_armourer_remour_descr_fac5|The armorer made a new sword for the commander. It can cut a flying feather in two!
str_ms_t_protection_short_descr_fac1|Armor-master
str_ms_t_protection_short_descr_fac2|Armor-master
str_ms_t_protection_short_descr_fac3|Armor-master
str_ms_t_protection_short_descr_fac4|Armor-master
str_ms_t_protection_short_descr_fac5|Armor-master
str_ms_t_protection_long_descr_fac1|A good master of armor in the city will keep the warriors' attire in good condition, and the selection of arms in the shops will improve.
str_ms_t_protection_long_descr_fac2|A good master of armor in the city will keep the warriors' attire in good condition, and the selection of arms in the shops will improve.
str_ms_t_protection_long_descr_fac3|A good master of armor in the city will keep the warriors' attire in good condition, and the selection of arms in the shops will improve.
str_ms_t_protection_long_descr_fac4|A good master of armor in the city will keep the warriors' attire in good condition, and the selection of arms in the shops will improve.
str_ms_t_protection_long_descr_fac5|A good master of armor in the city will keep the warriors' attire in good condition, and the selection of arms in the shops will improve.
str_ms_t_protection_remour_descr_fac1|On Sundays, the master demonstrates how strong his armor is. He puts a cuirass on the wall and offers folks to shoot it with a pistol. He charges one thaler for each shot...
str_ms_t_protection_remour_descr_fac2|The warlord flaunted his new helmet yesterday. Word has it he bought it for a full thousand thaler!
str_ms_t_protection_remour_descr_fac3|Our Bek got himself a new set of armor, covered in gold!
str_ms_t_protection_remour_descr_fac4|The master of armor is not taking any new orders. He's been ordered to make armor for a whole regiment of Reiters!
str_ms_t_protection_remour_descr_fac5|Yesterday the Sich Cossacks came, and ordered trousers and whole rolls of mail.
str_ms_t_groom_short_descr_fac1|Horse Master
str_ms_t_groom_short_descr_fac2|Horse Master
str_ms_t_groom_short_descr_fac3|Horse Master
str_ms_t_groom_short_descr_fac4|Horse Master
str_ms_t_groom_short_descr_fac5|Horse Master
str_ms_t_groom_long_descr_fac1|All men need good horses for war. And a man who knows his horses is worth his weight in gold.
str_ms_t_groom_long_descr_fac2|All men need good horses for war. And a man who knows his horses is worth his weight in gold.
str_ms_t_groom_long_descr_fac3|All men need good horses for war. And a man who knows his horses is worth his weight in gold.
str_ms_t_groom_long_descr_fac4|All men need good horses for war. And a man who knows his horses is worth his weight in gold.
str_ms_t_groom_long_descr_fac5|All men need good horses for war. And a man who knows his horses is worth his weight in gold.
str_ms_t_groom_remour_descr_fac1|The horse master has bred amazing stallions. He says that they'll be brought to the fair tomorrow.
str_ms_t_groom_remour_descr_fac2|A tetchy mare threw the warlord off her back yesterday. Our new equerry found a calmer steed for him, so now our commander falls asleep while riding.
str_ms_t_groom_remour_descr_fac3|The Bek has taken a new herd of horses from the steppe. We've never seen such horses as these in our town before!
str_ms_t_groom_remour_descr_fac4|Even Reiters come to our city for hoses!
str_ms_t_groom_remour_descr_fac5|Our horse-herd breeds excellent horses -- though word has it, he stole them from the Tatars...
str_ms_t_advizer_short_descr_fac1|Messenger
str_ms_t_advizer_short_descr_fac2|Messenger
str_ms_t_advizer_short_descr_fac3|Messenger
str_ms_t_advizer_short_descr_fac4|Messenger
str_ms_t_advizer_short_descr_fac5|Messenger
str_ms_t_advizer_long_descr_fac1|It is always good to have a trusted man at hand to relay orders.
str_ms_t_advizer_long_descr_fac2|It is always good to have a trusted man at hand to relay orders.
str_ms_t_advizer_long_descr_fac3|It is always good to have a trusted man at hand to relay orders.
str_ms_t_advizer_long_descr_fac4|It is always good to have a trusted man at hand to relay orders.
str_ms_t_advizer_long_descr_fac5|It is always good to have a trusted man at hand to relay orders.
str_ms_t_advizer_remour_descr_fac1|Rumors are spreading that a messenger arrived at the burgomaster with an important deed.
str_ms_t_advizer_remour_descr_fac2|Word has it that a herald with a secret deed arrived in the city. What sort of deed, no one knows.
str_ms_t_advizer_remour_descr_fac3|Our Bey received an urgent message. These new messengers fly like the wind...
str_ms_t_advizer_remour_descr_fac4|Today the courier brought some mail -- another message from the relatives...
str_ms_t_advizer_remour_descr_fac5|War again! Messengers run between the cities like mad!
str_ms_t_secret_order_short_descr_fac1|Watchman
str_ms_t_secret_order_short_descr_fac2|Watchman
str_ms_t_secret_order_short_descr_fac3|Watchman
str_ms_t_secret_order_short_descr_fac4|Watchman
str_ms_t_secret_order_short_descr_fac5|Watchman
str_ms_t_secret_order_long_descr_fac1|It's good when a city has a man who can find criminals and bring them to justice.
str_ms_t_secret_order_long_descr_fac2|When there's a man who can seek out thieves and stand as their judge, things begin to go more smoothly.
str_ms_t_secret_order_long_descr_fac3|A mufti is often more important than the commander in the city, for he can judge any grievance according to Sharia law, and if the situation arises, he'll be the first to discover treason.
str_ms_t_secret_order_long_descr_fac4|A watchman keeps the public order. Rebels find it more difficult to weave their plots, and criminals have no rest.
str_ms_t_secret_order_long_descr_fac5|Cossacks are hot-tempered. They cannot go without arguments and disputes, wherever they settle. Without a watchman in the city, it is difficult to maintain order.
str_ms_t_secret_order_remour_descr_fac1|Embezzlers now tremble in fear of their own shadow. Our new komornik sure is a tough one.
str_ms_t_secret_order_remour_descr_fac2|If the watchman keeps hunting thieves so fervently, soon half of the city will lose their ears.
str_ms_t_secret_order_remour_descr_fac3|The new mufti is a kind soul. He sentenced a rebel to death by hanging, when he could have had him impaled.
str_ms_t_secret_order_remour_descr_fac4|The watchman has accused a wealthy merchant of treason. The hearings promise to be quite intense.
str_ms_t_secret_order_remour_descr_fac5|Yesterday the watchman judged a horse thief. Turned out he was a Tatar spy. He was hanged, of course...
str_ms_t_tax_supervisor_short_descr_fac1|Tax collector
str_ms_t_tax_supervisor_short_descr_fac2|Tax collector
str_ms_t_tax_supervisor_short_descr_fac3|Tax collector
str_ms_t_tax_supervisor_short_descr_fac4|Tax collector
str_ms_t_tax_supervisor_short_descr_fac5|Tax collector
str_ms_t_tax_supervisor_long_descr_fac1|The townsfolk wouldn't pay a dime of tax if you'd let them. That's why you need a tax collector.
str_ms_t_tax_supervisor_long_descr_fac2|A good paymaster is worth his weight in silver. The townsfolk are always trying to avoid their taxes, and you need a man who can shape them up.
str_ms_t_tax_supervisor_long_descr_fac3|Trade is flourishing in the cities. And where trade flourishes, you need a customs chief, or the lord wouldn't receive any income, despite all the prosperity.
str_ms_t_tax_supervisor_long_descr_fac4|The Magdeburg rights have made the citizens really spoilt, and they forget how to pay taxes. A good fiscal will remind them...
str_ms_t_tax_supervisor_long_descr_fac5|Wars, rebellions and raids... The townsfolk forget to pay their taxes. A tax collector will refresh their memories...
str_ms_t_tax_supervisor_remour_descr_fac1|The city gentry are full of ire! -- They are required to pay into the treasury!
str_ms_t_tax_supervisor_remour_descr_fac2|Yesterday the paymaster went around the farmsteads, looking for taxes owed. He took our pig and two cocks.
str_ms_t_tax_supervisor_remour_descr_fac3|Allah the Great! Our wise lord so cares about his subjects that takes away all their excess money. I gave all my money to pay taxes, and now I can't even buy a new robe!
str_ms_t_tax_supervisor_remour_descr_fac4|Of course, taxes are no easy burden. But let us hope our money will not be used only for feasts and parties.
str_ms_t_tax_supervisor_remour_descr_fac5|Yesterday the townsmen gathered to go and beat up the tax collector. Ever since he took command, the town has known no peace.
str_ms_t_trading_master_short_descr_fac1|Merchant
str_ms_t_trading_master_short_descr_fac2|Merchant
str_ms_t_trading_master_short_descr_fac3|Merchant
str_ms_t_trading_master_short_descr_fac4|Merchant
str_ms_t_trading_master_short_descr_fac5|Merchant
str_ms_t_trading_master_long_descr_fac1|If you have your own man at the stocks, the treasury will receive more income.
str_ms_t_trading_master_long_descr_fac2|A trusty merchant is a useful fellow. He brings in money -- and information to boot.
str_ms_t_trading_master_long_descr_fac3|A trusted caravan-bashi brings prosperity to the city. He looks after the traders, and keeps them from swindling.
str_ms_t_trading_master_long_descr_fac4|If the city has its own sutler, buying becomes cheaper. And the money saved makes the treasury income rise.
str_ms_t_trading_master_long_descr_fac5|Having your own shop-keeper in the market is a fine idea! Let the citizens spend their money at his shop, and bring in additional income.
str_ms_t_trading_master_remour_descr_fac1|Word has it, there was a scandal at the stocks today. Our lord's own merchant thought he would commit theft.
str_ms_t_trading_master_remour_descr_fac2|Another merchant went out of business. Soon only those traders who work for our lord will remain in the city.
str_ms_t_trading_master_remour_descr_fac3|Word has it that the caravan-bashi is smuggling hashish. No wonder he can do it! He's under our lord's protection...
str_ms_t_trading_master_remour_descr_fac4|The new sutler has taken all the city's supplies for himself. People say he's in cahoots with the government.
str_ms_t_trading_master_remour_descr_fac5|The vodka in that new shop is three times more expensive, but what can you do? -- All the others were banned from trading spirits.
str_ms_t_priest_short_descr_fac1|High Priest
str_ms_t_priest_short_descr_fac2|High Priest
str_ms_t_priest_short_descr_fac3|High Priest
str_ms_t_priest_short_descr_fac4|High Priest
str_ms_t_priest_short_descr_fac5|High Priest
str_ms_t_priest_long_descr_fac1|In a city which features a bishop's chair, the lord will always enjoy certain benefits.
str_ms_t_priest_long_descr_fac2|If you appoint your own abbot, it'll be easier to deal with the townsfolk.
str_ms_t_priest_long_descr_fac3|The imam is the supreme authority for the faithful. If he tells them to pay, they will do it without mumbling a word. It is best when the imam is your man.
str_ms_t_priest_long_descr_fac4|A garrison chaplain is quite important. He can read a prayer, and keep an eye on the order too. And he can help with the taxes, if need be.
str_ms_t_priest_long_descr_fac5|A priest who has a talent for words can keep the treasury full.
str_ms_t_priest_remour_descr_fac1|Rumor has it that the new Bishop greatly enjoys the choir. He has all our best voices in his cathedral choir...
str_ms_t_priest_remour_descr_fac2|The abbot christened the warlord's son just yesterday. By nightfall he could barely speak a word.
str_ms_t_priest_remour_descr_fac3|Yesterday the imam read a sermon. He said that Allah is furious with those who don't pay taxes.
str_ms_t_priest_remour_descr_fac4|The chaplain in person led a raid on the markets the other day. Word has it they collected thrice the usual taxes.
str_ms_t_priest_remour_descr_fac5|The priest heard the confession of a widow lately. He was so enthusiastic about relieving her sins that now she's planning to give birth!
str_ms_t_garrison_commander_short_descr_fac1|Commander
str_ms_t_garrison_commander_short_descr_fac2|Commander
str_ms_t_garrison_commander_short_descr_fac3|Commander
str_ms_t_garrison_commander_short_descr_fac4|Commander
str_ms_t_garrison_commander_short_descr_fac5|Commander
str_ms_t_garrison_commander_long_descr_fac1|A commander must always look after the order in a castle.
str_ms_t_garrison_commander_long_descr_fac2|A commander is an important person in any city. He looks after the garrison and can gather a militia if need be.
str_ms_t_garrison_commander_long_descr_fac3|The commander is the city's military commander. If he's performing his duties well, you won't have to worry about the garrison.
str_ms_t_garrison_commander_long_descr_fac4|A commander keeps the garrison disciplined, and can quickly raise a militia in case of an attack.
str_ms_t_garrison_commander_long_descr_fac5|A good commander knows all the townsmen like the back of his hand. He can put everyone under arms in a moment's notice, if needed.
str_ms_t_garrison_commander_remour_descr_fac1|The commander has disciplined the soldiers so well they even go to the toilet marching.
str_ms_t_garrison_commander_remour_descr_fac2|The commander educated the troops the other day. Cracked a few jaws and broke several ribs.
str_ms_t_garrison_commander_remour_descr_fac3|Thanks to the new commander, all our men now go for military training every day. No one is left to do the work!
str_ms_t_garrison_commander_remour_descr_fac4|Damn the new commander! He trains innocent townsmen to death, as if they were recruits...
str_ms_t_garrison_commander_remour_descr_fac5|The new commander is a tough fellow. He gave the lads training poles to make pikes, and ordered them to run around the field until they collapsed.
str_ms_t_upgrade_officer_infantry_short_descr_fac1|Infantry Commander
str_ms_t_upgrade_officer_infantry_short_descr_fac2|Infantry Commander
str_ms_t_upgrade_officer_infantry_short_descr_fac3|Infantry Commander
str_ms_t_upgrade_officer_infantry_short_descr_fac4|Infantry Commander
str_ms_t_upgrade_officer_infantry_short_descr_fac5|Infantry Commander
str_ms_t_upgrade_officer_infantry_long_descr_fac1|Soldiers must always have a commander who will maintain order and train fresh recruits.
str_ms_t_upgrade_officer_infantry_long_descr_fac2|Marksmen must always have a commander who will maintain order and train fresh recruits.
str_ms_t_upgrade_officer_infantry_long_descr_fac3|Cavalry is more powerful of course, but infantry is never to be neglected.
str_ms_t_upgrade_officer_infantry_long_descr_fac4|The infantry must always have a commander who will maintain order and train fresh recruits.
str_ms_t_upgrade_officer_infantry_long_descr_fac5|Cossacks must always have a commander who will maintain order and train fresh recruits.
str_ms_t_upgrade_officer_infantry_remour_descr_fac1|Word is, the zolniers now have a new commander.
str_ms_t_upgrade_officer_infantry_remour_descr_fac2|Word is, a new commander was appointed.
str_ms_t_upgrade_officer_infantry_remour_descr_fac3|Men of duty argue only about what place they would raid next spring.
str_ms_t_upgrade_officer_infantry_remour_descr_fac4|Men say a new infantry commander has been appointed.
str_ms_t_upgrade_officer_infantry_remour_descr_fac5|Word has it that a new commander was appointed.
str_ms_t_upgrade_officer_cavalry_short_descr_fac1|Cavalry Commander
str_ms_t_upgrade_officer_cavalry_short_descr_fac2|Cavalry Commander
str_ms_t_upgrade_officer_cavalry_short_descr_fac3|Cavalry Commander
str_ms_t_upgrade_officer_cavalry_short_descr_fac4|Cavalry Commander
str_ms_t_upgrade_officer_cavalry_short_descr_fac5|Cavalry Commander
str_ms_t_upgrade_officer_cavalry_long_descr_fac1|Mounted combat skills require training and knowledge. Without proper drills, a cavalry unit is not much good.
